method,measurement,n_subjects,n_exact,mean_abs_error,median_abs_error,max_abs_error,rmse,bias,mean_abs_pct_error,max_abs_pct_error,pct_exact
slice,bicep_circumference_left_cm,20.0,0.0,117.88231325443726,119.64140644160021,158.37318303907995,122.02412751342493,117.88231325443726,481.32023707814506,2900.6756895253543,0.0
slice,bicep_circumference_right_cm,20.0,0.0,115.63285124015002,117.77082037191708,159.39805068049478,119.73973390841739,115.63285124015002,344.6759026003045,498.3454004926016,0.0
slice,forearm_circumference_left_cm,20.0,0.0,60.78221140039069,60.618890165308905,96.21243724482918,64.23023215449597,60.78221140039069,242.5842509253827,461.7190808922572,0.0
slice,forearm_circumference_right_cm,20.0,0.0,59.4181839368275,55.649444369417715,95.41867818947486,62.86832078982958,59.4181839368275,221.96366715621025,359.6935957617374,0.0
slice,arm_volume_left_cm3,20.0,1.0,1779.1682941759068,751.6592867126581,14855.772906302276,3628.5205168399825,171.19849401498718,81.95042901110027,1147.0002326741655,5.0
slice,chest_circumference_cm,20.0,0.0,58.73426773272929,60.865805630647955,74.26545464248473,60.67864825059529,58.73426773272929,70.10571274203139,241.34267771995243,0.0
slice,thigh_circumference_right_cm,20.0,0.0,38.30670915074499,49.80540955772227,75.97404690198644,46.15046576991739,31.205103972970637,67.72223108605267,131.92039730565415,0.0
slice,thigh_circumference_left_cm,20.0,0.0,35.47927821260042,46.94656724095546,67.37888372926987,43.21833059198188,33.889431941094514,62.67458772343529,110.93672850231454,0.0
slice,surface_area_arm_left_cm2,20.0,0.0,971.227064567461,952.8357296303553,1371.4671322985716,1017.9253065025674,-922.2061272327488,61.775631971659195,166.26040894153107,0.0
slice,surface_area_arm_right_cm2,20.0,0.0,1053.7154030418565,1067.4704991683302,1563.5796169212967,1100.7798371393146,-1053.7154030418565,57.67673035420787,66.57402028724572,0.0
slice,hip_circumference_cm,20.0,0.0,53.315881350356754,53.19736211182758,73.98111067661264,55.524284303392385,53.315881350356754,49.792715184300384,76.17376638022431,0.0
slice,inseam_left_cm,20.0,0.0,31.918143701008898,34.48011806484862,43.973920190708576,33.177763874062734,31.918143701008898,44.67446505989413,78.31499447221496,0.0
slice,inseam_right_cm,20.0,0.0,31.918143701008898,34.48011806484862,43.973920190708576,33.177763874062734,31.918143701008898,44.67446505989413,78.31499447221496,0.0
slice,surface_area_torso_cm2,20.0,0.0,2547.6596088293045,2853.5934102898946,3414.138970530318,2679.8744407450536,2547.6596088293045,43.92949771973393,64.15395329427986,0.0
slice,waist_circumference_cm,20.0,0.0,37.300225325156724,39.03707098071625,56.563545758195716,39.84528709683004,37.30000967631916,39.246327295519265,66.498747878103,0.0
slice,torso_volume_cm3,20.0,0.0,10977.27710739194,11065.67181757334,27603.241934196172,12185.362526147435,10977.27710739194,35.43172402530465,146.34186078333957,0.0
slice,leg_volume_left_cm3,20.0,1.0,3797.434787266374,2738.174240697508,16273.953790692258,5333.411755632355,768.0244673320391,30.27190508649786,143.0670330643425,5.0
slice,leg_volume_right_cm3,20.0,1.0,3858.33157811298,4241.770556330279,6737.730294192883,4380.878077598495,-1241.2961788761718,29.57050672025225,46.28058355234996,5.0
slice,arm_volume_right_cm3,20.0,1.0,950.1731050969989,841.0262246979619,2754.0998434119338,1246.6095227239962,505.0784780760706,21.62934311798349,59.656791345150744,5.0
slice,surface_area_leg_right_cm2,20.0,0.0,653.1181972579697,636.5816631739845,1273.3823701020724,741.514534158734,-647.0487123196041,16.79372477294935,28.982197772712443,0.0
slice,calf_circumference_left_cm,20.0,0.0,7.107142714881187,3.7273072972012535,59.90123282051392,14.296862193030455,7.060410613195879,16.731726722879287,126.2726900038653,0.0
slice,surface_area_leg_left_cm2,20.0,0.0,632.6696835094532,597.0388366292427,1219.1641963696038,699.9936560386814,-612.1929775552275,16.497384271546103,26.243048703087183,0.0
slice,arm_length_left_cm,20.0,0.0,5.773374741223852,4.434411819214301,24.09655024962346,7.957171702122907,5.6238304834240225,16.380422336333403,88.4253100761227,0.0
slice,arm_length_right_cm,20.0,0.0,5.462592853751403,4.727693890271421,14.31348830197269,6.741013102535658,4.031244023554134,13.030577498656342,39.66948058893643,0.0
slice,surface_area_total_cm2,20.0,0.0,1891.624853689714,1980.2767671751299,2421.922046441814,1958.1175423872126,-1891.624853689714,10.495221485557984,13.912619407770073,0.0
slice,calf_circumference_right_cm,20.0,0.0,3.7068457349273105,3.8686121957847064,10.300715805232713,4.418235167846978,3.7068457349273105,9.17127666578185,21.3054419812475,0.0
slice,outside_leg_length_right_cm,20.0,0.0,4.0652073341260975,4.238176597711842,13.790225265577732,5.181779067275109,3.917941573644434,5.344054736044315,20.25863995517811,0.0
slice,outside_leg_length_left_cm,20.0,0.0,4.069693775016669,4.233176741987009,13.780226819324739,5.185359987237028,3.9214291278389433,5.332542969729416,20.240978603268776,0.0
slice,ankle_circumference_left_cm,20.0,0.0,1.2092650303080952,1.322772960183645,2.3507448244223887,1.3288812708094404,-1.2092650303080952,4.6669133228499815,7.8101928776271965,0.0
slice,ankle_circumference_right_cm,20.0,0.0,0.939450404018288,0.9162469277898388,1.476901990362986,1.0172817996345143,-0.939450404018288,3.9055349608516736,6.079954091641208,0.0
slice,height_cm,20.0,0.0,2.862781061566424,2.9492588006786775,3.570735861153281,2.9508965051657836,-2.862781061566424,1.7815130708643703,2.132862460991417,0.0
slice,volume_cm3,20.0,1.0,605.089938526912,626.2257080388154,1005.4239151597722,649.2086622860652,-605.089938526912,0.7270633337750996,1.0932473230313398,5.0
