source_file,slice_index,z,height_percent,num_loops,max_perimeter,sum_perimeter,max_area,sum_area,width,depth,left_max_perimeter,right_max_perimeter,left_sum_area,right_sum_area
data\obj\penn-mesh-1.obj,0,0.010753211655754205,1.0,2,0.3812287591935925,0.6907897779463685,0.006474159567437729,0.010063558555249416,0.23278125410863154,0.154697868297722,0.309561018752776,0.3812287591935925,0.003589398987811687,0.006474159567437729
data\obj\penn-mesh-1.obj,1,0.016048763124417078,1.4924623115577889,2,0.46876560657667243,0.9279932858817326,0.008231162955029792,0.016075764017618455,0.23248237374367856,0.16794754562453232,0.4592276793050601,0.46876560657667243,0.007844601062588663,0.008231162955029792
data\obj\penn-mesh-1.obj,2,0.021344314593079953,1.984924623115578,2,0.4659681881744824,0.8998037276739818,0.00870723891005823,0.01706630723655167,0.2267631964299489,0.1756133906917902,0.4338355394994994,0.4659681881744824,0.00870723891005823,0.00835906832649344
data\obj\penn-mesh-1.obj,3,0.026639866061742824,2.4773869346733663,2,0.3729331293264413,0.7272817346803008,0.008075562790100625,0.014938955166774941,0.21682732490014273,0.15309893814219538,0.3729331293264413,0.3543486053538595,0.008075562790100625,0.006863392376674316
data\obj\penn-mesh-1.obj,4,0.0319354175304057,2.9698492462311554,2,0.34898637832453705,0.6686342989584015,0.007110682768394808,0.013026775416546846,0.2072903024517318,0.14541264047285618,0.34898637832453705,0.31964792063386444,0.007110682768394808,0.0059160926481520385
data\obj\penn-mesh-1.obj,5,0.037230968999068574,3.4623115577889445,2,0.3227581876426063,0.6137013330821397,0.006064115184301518,0.01112121001059209,0.19899044729755636,0.13552470883488923,0.3227581876426063,0.2909431454395334,0.006064115184301518,0.005057094826290572
data\obj\penn-mesh-1.obj,6,0.04252652046773145,3.954773869346733,2,0.2940884027899764,0.5602569587012076,0.005161956752656158,0.00952867417641938,0.1919967974307752,0.12515294088887302,0.2940884027899764,0.2661685559112313,0.005161956752656158,0.0043667174237632216
data\obj\penn-mesh-1.obj,7,0.047822071936394324,4.447236180904522,2,0.2703711511807168,0.5129942772140457,0.004422829106451382,0.008189330861692394,0.18933207673285035,0.1165792496171344,0.2703711511807168,0.2426231260333289,0.004422829106451382,0.0037665017552410123
data\obj\penn-mesh-1.obj,8,0.0531176234050572,4.939698492462311,2,0.2439725702587418,0.4645254515776729,0.0037188796261151853,0.006984632573901618,0.18848082985638104,0.10434923717068889,0.2439725702587418,0.22055288131893108,0.0037188796261151853,0.003265752947786433
data\obj\penn-mesh-1.obj,9,0.058413174873720074,5.432160804020101,2,0.2174527612512403,0.42304355131501425,0.0031506019544541367,0.006071101561250836,0.18820018539499198,0.09028984834593096,0.2174527612512403,0.20559079006377395,0.0031506019544541367,0.0029204996067966997
data\obj\penn-mesh-1.obj,10,0.06370872634238295,5.92462311557789,2,0.20226612913973377,0.3961043015407583,0.0028314940705922373,0.005507860706686614,0.188134634535279,0.08247477114714968,0.20226612913973377,0.19383817240102455,0.0028314940705922373,0.0026763666360943763
data\obj\penn-mesh-1.obj,11,0.06900427781104582,6.417085427135677,2,0.19009300126766426,0.3762654385013454,0.0025904600508127804,0.005120414541307766,0.18806908367556602,0.077320017031209,0.19009300126766426,0.18617243723368115,0.0025904600508127804,0.002529954490494986
data\obj\penn-mesh-1.obj,12,0.07429982927970868,6.909547738693466,2,0.1835793271466737,0.3642527245739279,0.0024526980008214294,0.004861766458656115,0.18782130588784007,0.07390220256210914,0.1835793271466737,0.18067339742725422,0.0024526980008214294,0.0024090684578346854
data\obj\penn-mesh-1.obj,13,0.07959538074837157,7.402010050251255,2,0.17750470306975685,0.35325564704134094,0.0023278458202106098,0.004629477553750809,0.1876223139360368,0.07092885798739004,0.17750470306975685,0.17575094397158408,0.0023278458202106098,0.0023016317335401992
data\obj\penn-mesh-1.obj,14,0.08489093221703443,7.894472361809044,2,0.17230082832992175,0.3438071026247438,0.0022168670338191185,0.004421063935688231,0.1874233219842335,0.06905752169123201,0.17230082832992175,0.17150627429482207,0.0022168670338191185,0.0022041969018691127
data\obj\penn-mesh-1.obj,15,0.09018648368569732,8.386934673366834,2,0.16861494360641238,0.3370363537007997,0.0021391391742249105,0.004269297701441591,0.187334710226835,0.06764525671639306,0.16842141009438732,0.16861494360641238,0.00213015852721668,0.0021391391742249105
data\obj\penn-mesh-1.obj,16,0.09548203515436018,8.879396984924622,2,0.1674153545650524,0.3343253459506068,0.0021240764221299134,0.0042334993605306105,0.18904974087119614,0.06668277912122167,0.1669099913855544,0.1674153545650524,0.002109422938400697,0.0021240764221299134
data\obj\penn-mesh-1.obj,17,0.10077758662302305,9.371859296482409,2,0.16652055645787742,0.3321895186172592,0.00211546975729332,0.0042055818072762804,0.1909192847453462,0.06586349399421325,0.1656689621593818,0.16652055645787742,0.0020901120499829604,0.00211546975729332
data\obj\penn-mesh-1.obj,18,0.10607313809168593,9.8643216080402,2,0.16631494389395016,0.33173036563604175,0.002121215178995217,0.0042125893245191365,0.19278882861949626,0.06559605274186507,0.16541542174209162,0.16631494389395016,0.0020913741455239193,0.002121215178995217
data\obj\penn-mesh-1.obj,19,0.1113686895603488,10.356783919597987,2,0.1674544805269927,0.3345063205848623,0.0021600977645356706,0.004304114448505279,0.19465335710319392,0.06558647578110909,0.1670518400578696,0.1674544805269927,0.0021440166839696087,0.0021600977645356706
data\obj\penn-mesh-1.obj,20,0.11666424102901168,10.849246231155776,2,0.1696707928149622,0.33921138138146145,0.002224700163434616,0.004440154641838993,0.19659443639134974,0.06591662468591003,0.16954058856649928,0.1696707928149622,0.0022154544784043773,0.002224700163434616
data\obj\penn-mesh-1.obj,21,0.12195979249767455,11.341708542713567,2,0.17222372375539124,0.34416101243091834,0.0022900472020920236,0.0045784416362448545,0.19853551567950556,0.06631967934338721,0.17222372375539124,0.1719372886755271,0.002288394434152831,0.0022900472020920236
data\obj\penn-mesh-1.obj,22,0.12725534396633745,11.834170854271356,2,0.17596518995180063,0.3510905656131158,0.0023910178875398147,0.004770846403071821,0.2004765949676614,0.06731955168468007,0.17596518995180063,0.17512537566131517,0.0023910178875398147,0.0023798285155320065
data\obj\penn-mesh-1.obj,23,0.13255089543500032,12.326633165829145,2,0.18030242570329474,0.3589812045370828,0.002507752701456138,0.00498865745603555,0.202099706194006,0.06857562004793646,0.18030242570329474,0.17867877883378805,0.002507752701456138,0.002480904754579412
data\obj\penn-mesh-1.obj,24,0.13784644690366318,12.819095477386934,2,0.1846293768607738,0.3669602495255867,0.002631054471055848,0.005216403320139756,0.2036845032721459,0.06983694757663324,0.1846293768607738,0.18233087266481288,0.002631054471055848,0.0025853488490839086
data\obj\penn-mesh-1.obj,25,0.14314199837232605,13.311557788944722,2,0.18901711987355496,0.3750122139463222,0.002762901408829649,0.005455592927186552,0.20526930035028584,0.07109827510533002,0.18901711987355496,0.18599509407276726,0.002762901408829649,0.002692691518356903
data\obj\penn-mesh-1.obj,26,0.14843754984098895,13.804020100502514,2,0.19370328245463667,0.3836216540299045,0.0029088874211260426,0.005720506561129133,0.20678389783704604,0.07257842870813501,0.19370328245463667,0.18991837157526784,0.0029088874211260426,0.0028116191400030903
data\obj\penn-mesh-1.obj,27,0.15373310130965182,14.296482412060302,2,0.19812460705994747,0.39232254861589744,0.003043917943450984,0.005986223357084014,0.20805415169085578,0.07400983275402645,0.19812460705994747,0.19419794155595,0.003043917943450984,0.00294230541363303
data\obj\penn-mesh-1.obj,28,0.15902865277831468,14.788944723618089,2,0.20254954438904993,0.4012073384144573,0.0031808570766640454,0.006259629591534782,0.20932440554466553,0.0754412367999179,0.20254954438904993,0.1986577940254074,0.0031808570766640454,0.0030787725148707368
data\obj\penn-mesh-1.obj,29,0.16432420424697755,15.28140703517588,2,0.20697609055920455,0.4100921215192815,0.0033195759813529763,0.006537335653088686,0.21059465939847527,0.07686256791410324,0.20697609055920455,0.20311603096007694,0.0033195759813529763,0.0032177596717357093
data\obj\penn-mesh-1.obj,30,0.16961975571564045,15.773869346733667,2,0.21106154116566553,0.41848656078458635,0.0034461912753181723,0.006798442157496008,0.2117932585033187,0.07806747014844784,0.21106154116566553,0.20742501961892085,0.0034461912753181723,0.0033522508821778353
data\obj\penn-mesh-1.obj,31,0.17491530718430331,16.26633165829146,2,0.21460504484961185,0.4262585528917624,0.0035614271584054197,0.007052187695451982,0.21264232117899695,0.07925427044236054,0.21460504484961185,0.21165350804215058,0.0035614271584054197,0.0034907605370465625
