subject_id,method,n_measurements,n_exact,mean_abs_pct_error,max_abs_pct_error,worst_measurement,pct_exact
CanCan08_B_2026-02-04_12-21-25,segmentation,38,2,17.962409789892497,144.78190211886462,arm_volume_right_cm3,5.2631578947368425
CanCan08_B_2026-02-04_12-21-25,slice,32,0,60.48967832219636,397.6960275084983,bicep_circumference_left_cm,0.0
CanCan10_A_2026-02-27_09-49-56,avatar,36,36,9.728212711143465e-15,6.335552928904118e-14,surface_area_leg_left_cm2,100.0
CanCan10_A_2026-02-27_09-49-56,segmentation,38,3,15.734393550404395,154.52200015882394,arm_volume_left_cm3,7.894736842105263
CanCan10_A_2026-02-27_09-49-56,slice,32,0,60.814931580246316,343.70814407716307,bicep_circumference_left_cm,0.0
CanCan10_B_2026-02-27_09-55-20,avatar,36,36,1.518716766506332e-14,6.884863804064316e-14,ankle_circumference_left_corrected_cm,100.0
CanCan10_B_2026-02-27_09-55-20,segmentation,38,3,15.297711942734296,143.93186150877926,arm_volume_left_cm3,7.894736842105263
CanCan10_B_2026-02-27_09-55-20,slice,32,0,62.95939358596509,366.1344171083669,bicep_circumference_left_cm,0.0
cancan07_A_2026-01-28_11-48-32,avatar,36,35,3.4980155338208226e-05,0.0012592855917421945,calf_circumference_right_cm,97.22222222222223
cancan07_A_2026-01-28_11-48-32,segmentation,38,3,12.550311051053754,94.82703157286117,arm_volume_left_cm3,7.894736842105263
cancan07_A_2026-01-28_11-48-32,slice,32,0,59.56714691797,353.19002966508106,bicep_circumference_left_cm,0.0
cancan07_B_2026-01-28_11-50-04,avatar,36,36,1.1150985008947255e-14,7.50307574150231e-14,surface_area_total_cm2,100.0
cancan07_B_2026-01-28_11-50-04,segmentation,38,3,11.296716853975601,90.20004355030399,arm_volume_left_cm3,7.894736842105263
cancan07_B_2026-01-28_11-50-04,slice,32,0,55.93358956247015,356.27852585053046,bicep_circumference_left_cm,0.0
penn-mesh-1,avatar,36,36,6.3744079601388606e-15,2.29478686564999e-13,volume_cm3,100.0
penn-mesh-1,segmentation,38,6,24.059928904732296,101.32063724023399,calf_circumference_left_cm,15.789473684210526
penn-mesh-1,slice,32,5,73.68892536987927,506.340554633401,bicep_circumference_left_cm,15.625
penn-mesh-2,avatar,36,36,4.3083708496876814e-14,8.097614066428696e-13,volume_cm3,100.0
penn-mesh-2,segmentation,38,3,26.14081332823926,204.42011089615718,arm_volume_left_cm3,7.894736842105263
penn-mesh-2,slice,32,0,58.22153048750938,385.03911490326425,bicep_circumference_left_cm,0.0
