source_file,slice_index,z,height_percent,num_loops,max_perimeter,sum_perimeter,max_area,sum_area,width,depth
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,0,16.889743219851525,1.0,2,560.2405575497648,1107.6642750340488,17563.69260050072,34210.372869376915,427.53152894575794,258.4591674986068
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,1,25.207305207517102,1.492462311557789,2,532.7130294667603,1040.9593470113577,15864.797090444217,30499.697609980023,416.78478407417026,241.07626590535807
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,2,33.52486719518268,1.984924623115578,2,466.9989762290682,908.1271789981703,12609.073085153519,24107.05248286875,397.96153755967055,211.27476309192159
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,3,41.84242918284825,2.4773869346733663,2,402.69684171397154,786.1517553075882,9635.001499589027,18636.394989618853,370.74507741717844,185.58486064078616
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,4,50.15999117051383,2.969849246231156,2,347.0161909804166,677.3226884963328,7568.602765877353,14539.337516193831,354.2067176160473,161.61464020265953
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,5,58.477553158179404,3.462311557788945,2,297.39340922822413,582.556002582719,6017.973175642084,11534.106152822696,348.0020704975467,138.26807472781127
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,6,66.79511514584497,3.9547738693467336,2,266.30751973161193,526.7596644393361,5078.272812418669,9888.268249670386,344.94163834109486,123.9020067927782
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,7,75.11267713351054,4.447236180904522,2,249.5422796462979,498.1903087779172,4521.332118145103,8968.75061766095,344.0548564334165,117.37766721106263
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,8,83.43023912117613,4.939698492462312,2,240.15318559053588,477.4839175230419,4223.2430825445335,8302.435615356571,343.5037496594624,111.93993267185363
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,9,91.7478011088417,5.432160804020101,2,234.0925958858771,464.1647520542154,4021.710066968255,7884.277627391821,342.73552656719437,108.26227354850562
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,10,100.06536309650728,5.92462311557789,2,228.97860991066548,456.86342676703543,3870.6316130417727,7697.483265379709,341.70077501184926,107.01119977280263
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,11,108.38292508417285,6.417085427135679,2,229.15417540938796,453.731804441775,3931.982143627938,7696.636529594645,342.95188903489395,105.81617356501735
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,12,116.70048707183842,6.909547738693466,2,230.23127632116586,456.56723596147293,4034.1036929331603,7881.996914566356,346.83041814052024,105.35084665555814
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,13,125.01804905950401,7.402010050251256,2,233.94972113764985,462.59878275969413,4171.607123702306,8117.182401561811,350.4665631169952,105.11698916522772
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,14,133.33561104716958,7.894472361809045,2,239.58575268026357,472.30116287406224,4383.874229340574,8503.880477901992,353.9508976661573,105.4520938168563
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,15,141.65317303483516,8.386934673366834,2,245.5515325034389,483.13432567787004,4625.615934152986,8929.698645111814,357.3220595410361,106.60445225540745
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,16,149.97073502250072,8.879396984924623,2,250.9640688475808,494.61557373321904,4879.6166806408,9385.18066442504,361.26110893837875,108.2701771507464
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,17,158.28829701016633,9.371859296482414,2,256.04462720965535,504.6533530930718,5077.680301790679,9753.563626946234,365.23200293156003,110.01104622767701
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,18,166.6058589978319,9.864321608040202,2,261.6246709395888,513.8929257308689,5289.776165516974,10153.16946303787,368.38585250589847,111.77201334520836
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,19,174.92342098549744,10.356783919597989,2,268.7498626083452,527.0731718507836,5614.037764595625,10740.937683330503,371.1581951727382,113.53298046273969
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,20,183.24098297316306,10.84924623115578,2,275.7715972909697,540.2769214194533,5928.028196865955,11354.084300238428,373.8460746930259,115.3401985748186
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,21,191.5585449608286,11.341708542713569,2,281.35606262317907,552.1746824625591,6159.328105996232,11888.237851099853,375.85494891614974,117.38722271823846
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,22,199.87610694849417,11.834170854271356,2,288.69279211523883,566.478505961826,6505.466563843263,12537.461139611623,378.3878209917809,119.55544061221627
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,23,208.19366893615978,12.326633165829147,2,296.82369355744527,580.5205357601969,6885.02718762384,13196.910890031693,380.69563087162453,121.98411087784052
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,24,216.51123092382534,12.819095477386936,2,304.6762662769556,593.5832850590806,7234.83313254168,13790.76253519956,381.66948287012383,124.11461734278701
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,25,224.8287929114909,13.311557788944723,2,312.6252432411371,608.9105325755427,7638.515120766744,14527.04289642391,383.42124102608597,126.24512380773353
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,26,233.1463548991565,13.804020100502514,2,320.3287552961375,623.7489775083658,8014.211618211855,15218.987857375709,386.4855965934021,128.37563027268004
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,27,241.46391688682206,14.296482412060302,2,326.5207020808211,634.444236780384,8343.084448539608,15773.159324754946,388.4645366034099,130.37994588484165
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,28,249.78147887448762,14.788944723618089,2,332.08538454516423,643.1750748495596,8670.35266769652,16256.307630155476,389.8903211747622,131.69017397307772
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,29,258.09904086215323,15.281407035175882,2,337.1904982379144,651.1270019829301,8926.146334850047,16660.519579500287,391.6791225748073,132.12926939283784
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,30,266.4166028498188,15.773869346733667,2,340.16970630088406,657.7019151583263,9062.400612068035,16956.394232517065,392.636383914117,132.93014855168786
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,31,274.7341648374844,16.26633165829146,2,342.6690426485154,666.3253303961925,9139.380901921912,17381.81026784193,393.1390091939752,135.1035167415796
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,32,283.05172682514996,16.758793969849247,2,345.9790290366296,683.3055749988672,9319.393316776877,17819.928026874986,393.1625837168525,137.4599435946692
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,33,291.3692888128155,17.251256281407034,2,348.5025229064403,683.5274692097454,9474.392462262716,18151.44041870979,393.01268336283806,138.6495006121085
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,34,299.6868508004811,17.743718592964825,2,349.61850871699386,685.0767331586585,9511.54879898711,18340.172230202414,393.34771391880804,139.52830830607905
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,35,308.0044127881467,18.236180904522616,2,350.20878943431757,687.238070456802,9552.75078973674,18471.4538107845,394.28510706477806,140.4071160000496
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,36,316.32197477581224,18.728643216080403,2,350.4105901824971,689.9734763378349,9556.455770670429,18608.54187440486,395.45713457089346,140.996301113912
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,37,324.63953676347785,19.221105527638194,2,351.7333516868709,694.1453987696036,9636.703534412401,18822.03288816687,395.5028116275265,141.8219800790531
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,38,332.9570987511434,19.71356783919598,2,352.73570312204083,696.3533456825578,9724.854418725881,18959.541879667377,394.9457842094704,142.63323096390826
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,39,341.27466073880896,20.20603015075377,2,352.80065487524826,697.9997967078403,9749.050798377342,19084.334883910793,393.08728355358215,143.09029483815044
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,40,349.5922227264746,20.69849246231156,2,352.3477039146813,698.9988531600601,9734.21884541992,19167.83307654287,391.10610394403534,143.50167271562478
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,41,357.90978471414013,21.190954773869347,2,351.14330298073435,698.757870193255,9664.001658423062,19144.570460703646,388.6729887941726,143.49935932856985
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,42,366.2273467018057,21.683417085427134,2,349.26953001130175,696.2145824615848,9536.92697657911,18976.12830646563,385.4293449220125,143.0761695778479
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,43,374.5449086894713,22.175879396984925,2,346.5691627398036,691.1490472670442,9368.260916138795,18673.10105096757,382.7265039662062,141.9726296583043
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,44,382.86247067713686,22.668341708542716,2,342.9497918022094,684.714852873494,9170.777465289393,18308.191403632598,380.6909316173138,140.75759166843574
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,45,391.1800326648024,23.160804020100503,2,339.4208005532704,678.2208970534066,8993.44558293579,17953.109453492725,377.99867736988983,140.2793103259586
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,46,399.497594652468,23.653266331658294,2,336.4526308876315,672.1885563678297,8849.993457321521,17597.627249772042,374.57928880167213,139.93077987517668
/scratch/gsunka1/Pennington-mat/Pennington-MATLAB-Python/Python_Fall2025/model_files/OBJ/CanCan011_A 2026-03-10_13-12-57.obj,47,407.8151566401336,24.14572864321608,2,334.61743936905367,667.3346908433231,8722.522231501192,17266.92496699879,371.1599002334545,138.45508717145182
