source_file,slice_index,z,height_percent,num_loops,max_perimeter,sum_perimeter,max_area,sum_area,width,depth,left_max_perimeter,right_max_perimeter,left_sum_area,right_sum_area
data\obj\CanCan08_A 2026-02-04_12-13-30.obj,0,18.408088177433342,1.0,2,699.1205392998256,1376.654428088533,27326.315481430793,52282.53045445803,477.8006657727517,299.7277073696878,677.5338887887074,699.1205392998256,24956.214973027236,27326.315481430793
data\obj\CanCan08_A 2026-02-04_12-13-30.obj,1,27.47337783265177,1.492462311557789,2,646.8687821696199,1281.4134682700226,23605.744511548255,45269.80044290249,461.0743374096958,284.9758645804619,634.5446861004027,646.8687821696199,21664.055931354233,23605.744511548255
data\obj\CanCan08_A 2026-02-04_12-13-30.obj,2,36.5386674878702,1.9849246231155777,2,574.2189564364404,1135.4724026871174,19336.18358789879,36897.67132452656,442.11525247097984,252.95315203667383,561.253446250677,574.2189564364404,17561.487736627765,19336.18358789879
data\obj\CanCan08_A 2026-02-04_12-13-30.obj,3,45.60395714308863,2.477386934673367,2,513.4552404509836,1020.0119118281889,15935.671505207189,30670.87202942984,422.07090133428244,225.65965544627352,506.55667137720525,513.4552404509836,14735.200524222651,15935.671505207189
data\obj\CanCan08_A 2026-02-04_12-13-30.obj,4,54.66924679830706,2.9698492462311554,2,466.7267255374269,931.3513962130171,13488.385177044198,26177.392183036016,408.05545568139064,205.32673567304064,464.62467067559015,466.7267255374269,12689.007005991818,13488.385177044198
data\obj\CanCan08_A 2026-02-04_12-13-30.obj,5,63.734536453525486,3.4623115577889445,2,427.173141636769,851.991125821438,11428.087360747755,22555.762661154935,396.67121342788124,186.76962863165878,427.173141636769,424.817984184669,11127.67530040718,11428.087360747755
data\obj\CanCan08_A 2026-02-04_12-13-30.obj,6,72.79982610874391,3.9547738693467336,2,390.76105203157186,773.8477825401308,9778.529088598647,19273.262995643425,385.7600760364698,166.80643433422551,390.76105203157186,383.0867305085589,9778.529088598647,9494.733907044778
data\obj\CanCan08_A 2026-02-04_12-13-30.obj,7,81.86511576396234,4.447236180904522,2,355.730345299919,699.9149279105487,8666.972955868521,16369.339694455615,380.9926399467306,147.92308746843813,355.730345299919,344.1845826106297,8666.972955868521,7702.366738587094
data\obj\CanCan08_A 2026-02-04_12-13-30.obj,8,90.93040541918077,4.939698492462311,2,332.10287221567495,632.1416005267254,7879.011483704657,14411.652620828638,382.2219833724704,124.7192251863747,332.10287221567495,300.0387283110504,7879.011483704657,6532.641137123981
data\obj\CanCan08_A 2026-02-04_12-13-30.obj,9,99.99569507439921,5.432160804020101,2,313.8456866275187,598.5995573353173,7303.402306790464,13337.527467247826,380.4767168815962,115.24744266490814,313.8456866275187,284.75387070779857,7303.402306790464,6034.125160457363
data\obj\CanCan08_A 2026-02-04_12-13-30.obj,10,109.06098472961763,5.924623115577889,2,304.3711124540398,578.371204176407,6945.510428445879,12565.262145875211,377.74963832891046,110.14081161114477,304.3711124540398,274.00009172236713,6945.510428445879,5619.751717429332
data\obj\CanCan08_A 2026-02-04_12-13-30.obj,11,118.12627438483605,6.417085427135677,2,295.1032650647003,559.2646659463617,6533.861592157162,11782.819017600094,374.59545957960177,106.3963629867162,295.1032650647003,264.16140088166145,6533.861592157162,5248.957425442932
data\obj\CanCan08_A 2026-02-04_12-13-30.obj,12,127.19156404005449,6.909547738693467,2,287.81988683519853,545.3787641988962,6210.353334257306,11224.599345267328,371.34697432052167,103.0601267456075,287.81988683519853,257.55887736369766,6210.353334257306,5014.246011010022
data\obj\CanCan08_A 2026-02-04_12-13-30.obj,13,136.25685369527292,7.402010050251256,2,283.70017707564136,536.7831990431685,6017.77173797971,10873.596762919391,369.3229913408616,101.67957589904813,283.70017707564136,253.0830219675271,6017.77173797971,4855.825024939681
data\obj\CanCan08_A 2026-02-04_12-13-30.obj,14,145.32214335049133,7.8944723618090435,2,284.119757224644,536.6559529180053,6036.532025763867,10892.3369862408,369.3888101082016,100.50723673110359,284.119757224644,252.5361956933613,6036.532025763867,4855.804960476933
data\obj\CanCan08_A 2026-02-04_12-13-30.obj,15,154.38743300570977,8.386934673366833,2,283.63466589790005,538.9400606259626,6088.1035195982695,11091.522695927226,372.8552439310247,99.86734090237354,283.63466589790005,255.3053947280626,6088.1035195982695,5003.419176328956
data\obj\CanCan08_A 2026-02-04_12-13-30.obj,16,163.4527226609282,8.879396984924622,2,286.0742587985895,545.5652608906967,6205.58336494297,11331.297448324534,376.06530109371363,100.5717549743723,286.0742587985895,259.4910020921071,6205.58336494297,5125.714083381565
